Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City_Customer,Zip,State_Customer,Country_Customer,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,Theater_Key,Theater_Name,Theater_ParentGroup,Country_theater,State_theater,City_theater,ZipCode,PromoCode_Key,PromoCode,Overall_Profit
1637,1637,206,1,4,No Key,50,5,0.0,5,0.0,1637,Melanie Craig,"P.O. Box 605, 9631 Quis St.",Victor Harbor,70763,SA,US,206,2019-07-25,2019,7,25,30,3,5,July,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1638,1638,52,2,5,No Key,50,5,0.0,5,0.0,1638,Caldwell Nunez,Ap #620-7116 Blandit Rd.,Graz,23771,Stm,US,52,2019-02-21,2019,2,21,8,1,5,February,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1639,1639,280,1,6,No Key,50,5,0.0,5,0.0,1639,Lael Best,7105 Luctus Street,Haridwar,50823,Uttarakhand,US,280,2019-10-07,2019,10,7,41,4,2,October,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1640,1640,286,2,4,No Key,50,5,0.0,5,0.0,1640,Ann Sims,"P.O. Box 815, 2485 Duis St.",Dublin,93875,Leinster,US,286,2019-10-13,2019,10,13,42,4,1,October,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1641,1641,268,1,4,No Key,50,5,0.0,5,0.0,1641,Robin Keith,"4396 Ultrices, Avenue",Weelde,84911,Antwerpen,US,268,2019-09-25,2019,9,25,39,3,4,September,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1642,1642,161,2,6,No Key,50,5,0.0,5,0.0,1642,Richard Sweeney,9914 Sollicitudin St.,Lampernisse,23157,WV,US,161,2019-06-10,2019,6,10,24,2,2,June,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1643,1643,319,1,4,No Key,50,5,0.0,5,0.0,1643,Scarlet Carson,3955 Suspendisse Avenue,Alnwick,88607,Northumberland,US,319,2019-11-15,2019,11,15,46,4,6,November,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1644,1644,153,2,6,No Key,50,5,0.0,5,0.0,1644,Brenda Munoz,"P.O. Box 563, 4820 Augue Ave",Harrisburg,88009,Pennsylvania,US,153,2019-06-02,2019,6,2,23,2,1,June,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1645,1645,125,2,5,No Key,50,5,0.0,5,0.0,1645,Wesley Mullins,"P.O. Box 754, 542 Donec St.",Portree,75175,IN,US,125,2019-05-05,2019,5,5,19,2,1,May,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1646,1646,166,2,4,No Key,50,5,0.0,5,0.0,1646,September Kaufman,127-6603 Cras Ave,Telde,52867,CN,US,166,2019-06-15,2019,6,15,24,2,7,June,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1647,1647,134,2,5,No Key,50,5,0.0,5,0.0,1647,Adena Thomas,165-3674 Mauris St.,Galway,41210,C,US,134,2019-05-14,2019,5,14,20,2,3,May,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1648,1648,169,2,5,No Key,50,5,0.0,5,0.0,1648,Zane Washington,3552 Nisi Avenue,Covington,62724,KY,US,169,2019-06-18,2019,6,18,25,2,3,June,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1649,1649,125,2,4,No Key,50,5,0.0,5,0.0,1649,Ronan Carroll,"P.O. Box 338, 1728 Montes,  St.",Levin,79928,North Island,US,125,2019-05-05,2019,5,5,19,2,1,May,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1650,1650,116,2,4,No Key,50,5,0.0,5,0.0,1650,Alice Henson,"P.O. Box 968, 115 Duis Rd.",Lagos,73223,Lagos,US,116,2019-04-26,2019,4,26,17,2,6,April,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1651,1651,201,1,4,No Key,50,5,0.0,5,0.0,1651,Demetria Arnold,Ap #800-1980 Dis Avenue,Chelm,89455,LU,US,201,2019-07-20,2019,7,20,29,3,7,July,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1652,1652,19,1,5,No Key,50,5,0.0,5,0.0,1652,Eleanor Garrison,993-3320 Tempus St.,Palma de Mallorca,24790,BA,US,19,2019-01-19,2019,1,19,3,1,7,January,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1653,1653,130,1,5,No Key,50,5,0.0,5,0.0,1653,Xavier Finch,"P.O. Box 347, 8218 Pede Av.",San Juan (San Juan de Tibás),64757,San José,US,130,2019-05-10,2019,5,10,19,2,6,May,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1654,1654,273,1,6,No Key,50,5,0.0,5,0.0,1654,Calvin Sawyer,"P.O. Box 681, 5586 Lobortis Rd.",Cork,71895,M,US,273,2019-09-30,2019,9,30,40,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1655,1655,13,2,5,No Key,50,5,0.0,5,0.0,1655,Malcolm Caldwell,694-1883 Eros. Street,Gaithersburg,31015,MD,US,13,2019-01-13,2019,1,13,3,1,1,January,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1656,1656,205,2,4,No Key,50,5,0.0,5,0.0,1656,Akeem Chandler,258-8142 Ac Avenue,Stratford,16487,PE,US,205,2019-07-24,2019,7,24,30,3,4,July,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1657,1657,25,2,4,No Key,50,5,0.0,5,0.0,1657,Olga Church,1780 Cum St.,Vienna,75767,Wie,US,25,2019-01-25,2019,1,25,4,1,6,January,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1658,1658,149,1,6,No Key,50,5,0.0,5,0.0,1658,Sophia Garner,Ap #630-1728 Tempor Rd.,Chetwynd,41604,British Columbia,US,149,2019-05-29,2019,5,29,22,2,4,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1659,1659,28,1,6,No Key,50,5,0.0,5,0.0,1659,Bethany Gordon,"P.O. Box 936, 1645 Cras Rd.",Abbotsford,95439,British Columbia,US,28,2019-01-28,2019,1,28,5,1,2,January,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1660,1660,13,1,5,No Key,50,5,0.0,5,0.0,1660,Maryam Dudley,557-9494 Mi Avenue,South Bend,54366,Indiana,US,13,2019-01-13,2019,1,13,3,1,1,January,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1661,1661,299,2,4,No Key,50,5,0.0,5,0.0,1661,Callum Stevenson,164-454 Gravida Rd.,Whangarei,42658,NI,US,299,2019-10-26,2019,10,26,43,4,7,October,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1662,1662,176,1,6,No Key,50,5,0.0,5,0.0,1662,Fletcher Cantrell,Ap #205-3949 Cras St.,Follina,72779,Veneto,US,176,2019-06-25,2019,6,25,26,2,3,June,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1663,1663,301,2,5,No Key,50,5,0.0,5,0.0,1663,Jordan Valdez,363-4724 Quisque Street,Mielec,31123,Podkarpackie,US,301,2019-10-28,2019,10,28,44,4,2,October,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1664,1664,18,1,6,No Key,50,5,0.0,5,0.0,1664,Imogene Wilkins,"617-2216 Nec, St.",Hearst,32268,ON,US,18,2019-01-18,2019,1,18,3,1,6,January,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1665,1665,144,1,5,No Key,50,5,0.0,5,0.0,1665,Yardley Bray,"P.O. Box 429, 3157 Nec,  St.",Somma Lombardo,16602,Lombardia,US,144,2019-05-24,2019,5,24,21,2,6,May,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1666,1666,24,1,6,No Key,50,5,0.0,5,0.0,1666,Dieter Valdez,Ap #690-2108 Aliquet Ave,Rio de Janeiro,56569,Rio de Janeiro,US,24,2019-01-24,2019,1,24,4,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1667,1667,6,2,6,No Key,50,5,0.0,5,0.0,1667,Chantale Summers,Ap #341-3154 Magna. Rd.,Owen Sound,92038,ON,US,6,2019-01-06,2019,1,6,2,1,1,January,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1668,1668,277,1,6,No Key,50,5,0.0,5,0.0,1668,Emi Shepard,661-2708 Ultrices St.,Albury,60134,NSW,US,277,2019-10-04,2019,10,4,40,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1669,1669,88,1,5,No Key,50,5,0.0,5,0.0,1669,Winifred Perez,"971-887 Non, Av.",Little Rock,11794,Arkansas,US,88,2019-03-29,2019,3,29,13,1,6,March,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1670,1670,244,2,5,No Key,50,5,0.0,5,0.0,1670,Jessamine Faulkner,Ap #513-1012 Rutrum Rd.,Belfast,88629,U,US,244,2019-09-01,2019,9,1,36,3,1,September,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1671,1671,320,2,4,No Key,50,5,0.0,5,0.0,1671,Haviva Webb,"P.O. Box 209, 9498 Sed St.",Châteauroux,53334,CE,US,320,2019-11-16,2019,11,16,46,4,7,November,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1672,1672,227,1,4,No Key,50,5,0.0,5,0.0,1672,Penelope Watkins,4234 Neque. St.,Ankara,42251,Ankara,US,227,2019-08-15,2019,8,15,33,3,5,August,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1673,1673,174,2,5,No Key,50,5,0.0,5,0.0,1673,Jena Randolph,"P.O. Box 611, 5082 Mus. Rd.",Sokoto,51681,SO,US,174,2019-06-23,2019,6,23,26,2,1,June,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1674,1674,189,1,6,No Key,50,5,0.0,5,0.0,1674,Arden Cline,898-2209 Elit Road,Pocatello,38089,ID,US,189,2019-07-08,2019,7,8,28,3,2,July,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1675,1675,101,1,6,No Key,50,5,0.0,5,0.0,1675,Rosalyn Castro,"P.O. Box 329, 1961 Est. Road",Torrejón de Ardoz,72089,Madrid,US,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1676,1676,254,1,4,No Key,50,5,0.0,5,0.0,1676,Nell Frank,"P.O. Box 297, 7880 Integer Street",Casper,91545,WY,US,254,2019-09-11,2019,9,11,37,3,4,September,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1677,1677,11,2,4,No Key,50,5,0.0,5,0.0,1677,Mia Peterson,414-3292 Dapibus Ave,Coldstream,48718,BC,US,11,2019-01-11,2019,1,11,2,1,6,January,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1678,1678,246,2,5,No Key,50,5,0.0,5,0.0,1678,Bell Gonzales,"P.O. Box 702, 4704 Adipiscing Rd.",Galway,15789,Connacht,US,246,2019-09-03,2019,9,3,36,3,3,September,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1679,1679,240,2,5,No Key,50,5,0.0,5,0.0,1679,Elton Patterson,Ap #407-730 Ligula. Street,Falun,28122,Dalarnas län,US,240,2019-08-28,2019,8,28,35,3,4,August,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1680,1680,143,1,6,No Key,50,5,0.0,5,0.0,1680,Ulric Mueller,580-3163 Egestas Av.,Dutse,90030,Jigawa,US,143,2019-05-23,2019,5,23,21,2,5,May,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1681,1681,311,1,4,No Key,50,5,0.0,5,0.0,1681,Brenden Mayo,Ap #657-8386 Ligula. Road,Gold Coast,80904,QLD,US,311,2019-11-07,2019,11,7,45,4,5,November,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1682,1682,169,2,5,No Key,50,5,0.0,5,0.0,1682,Amy Meyers,5237 Pede. Av.,Paderborn,50094,NW,US,169,2019-06-18,2019,6,18,25,2,3,June,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1683,1683,229,2,5,No Key,50,5,0.0,5,0.0,1683,Jade Salinas,9662 Lectus Avenue,Schwalbach,15557,Saarland,US,229,2019-08-17,2019,8,17,33,3,7,August,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1684,1684,318,1,5,No Key,50,5,0.0,5,0.0,1684,Pearl Stokes,603-1184 Dui Avenue,Augusta,61840,Georgia,US,318,2019-11-14,2019,11,14,46,4,5,November,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1685,1685,263,2,4,No Key,50,5,0.0,5,0.0,1685,Quemby Mason,1141 Faucibus Av.,Uyo,28352,Akwa Ibom,US,263,2019-09-20,2019,9,20,38,3,6,September,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1686,1686,39,1,6,No Key,50,5,0.0,5,0.0,1686,Ezra Spence,"P.O. Box 363, 5290 Vitae Rd.",Lakewood,71980,Colorado,US,39,2019-02-08,2019,2,8,6,1,6,February,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1687,1687,44,1,5,No Key,50,5,0.0,5,0.0,1687,Maxwell Phillips,"Ap #329-2097 A, Avenue",Jalgaon,56507,Maharastra,US,44,2019-02-13,2019,2,13,7,1,4,February,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1688,1688,103,1,6,No Key,50,5,0.0,5,0.0,1688,Shaine Justice,"214-3608 Lorem, Rd.",Osasco,22131,SP,US,103,2019-04-13,2019,4,13,15,2,7,April,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1689,1689,61,1,6,No Key,50,5,0.0,5,0.0,1689,Lester Travis,"P.O. Box 778, 1128 Metus. Rd.",Canela,17616,IV,US,61,2019-03-02,2019,3,2,9,1,7,March,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1690,1690,315,2,5,No Key,50,5,0.0,5,0.0,1690,Benedict Dunlap,"225-9933 Nostra, Ave",Ostrowiec Swietokrzyski,38984,Swietokrzyskie,US,315,2019-11-11,2019,11,11,46,4,2,November,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1691,1691,113,1,5,No Key,50,5,0.0,5,0.0,1691,Carter Robertson,Ap #179-3353 Malesuada. Rd.,Gladstone,29275,QLD,US,113,2019-04-23,2019,4,23,17,2,3,April,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1692,1692,256,1,6,No Key,50,5,0.0,5,0.0,1692,Inga Haney,7727 In Avenue,Vienna,62730,Vienna,US,256,2019-09-13,2019,9,13,37,3,6,September,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1693,1693,302,1,5,No Key,50,5,0.0,5,0.0,1693,Aristotle Wagner,Ap #802-9280 Quam. Rd.,Denbigh,52723,DE,US,302,2019-10-29,2019,10,29,44,4,3,October,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1694,1694,101,1,6,No Key,50,5,0.0,5,0.0,1694,Brendan Everett,6760 Integer Street,Berlin,49674,Berlin,US,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1695,1695,238,1,6,No Key,50,5,0.0,5,0.0,1695,Mona Kinney,6550 Molestie Avenue,San Clemente,13376,Emilia-Romagna,US,238,2019-08-26,2019,8,26,35,3,2,August,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1696,1696,246,2,5,No Key,50,5,0.0,5,0.0,1696,Phelan Buck,182-5989 Nascetur Rd.,Bydgoszcz,42310,Kujawsko-pomorskie,US,246,2019-09-03,2019,9,3,36,3,3,September,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1697,1697,194,1,6,No Key,50,5,0.0,5,0.0,1697,Georgia Herman,"8051 Non, Av.",Pike Creek,69966,DE,US,194,2019-07-13,2019,7,13,28,3,7,July,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1698,1698,233,1,5,No Key,50,5,0.0,5,0.0,1698,Silas Pittman,4895 A Avenue,Nova Iguaçu,96979,Rio de Janeiro,US,233,2019-08-21,2019,8,21,34,3,4,August,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1699,1699,262,1,6,No Key,50,5,0.0,5,0.0,1699,Summer Reid,236-2020 Sed Road,Fuenlabrada,86658,MA,US,262,2019-09-19,2019,9,19,38,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1700,1700,290,2,5,No Key,50,5,0.0,5,0.0,1700,Adria Perez,1770 Tincidunt. Street,Harlow,85473,ES,US,290,2019-10-17,2019,10,17,42,4,5,October,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1701,1701,24,1,4,No Key,50,5,0.0,5,0.0,1701,Rae Small,3259 Non Av.,Lidingo,40538,AB,US,24,2019-01-24,2019,1,24,4,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1702,1702,207,1,6,No Key,50,5,0.0,5,0.0,1702,Tad Smith,5291 Quisque St.,Avadi,40819,TN,US,207,2019-07-26,2019,7,26,30,3,6,July,Tuesday,1,"molestie in,tempus eu",5,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1703,1703,2,2,6,No Key,50,5,0.0,5,0.0,1703,Kellie Curtis,"P.O. Box 677, 6568 Justo Road",Zamora,34874,CL,US,2,2019-01-02,2019,1,2,1,1,4,January,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1704,1704,27,2,6,No Key,50,5,0.0,5,0.0,1704,Hasad Cote,9638 Ut St.,Sluis,46470,Zeeland,US,27,2019-01-27,2019,1,27,5,1,1,January,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1705,1705,126,1,4,No Key,50,5,0.0,5,0.0,1705,Cherokee Howard,9436 Lobortis. Rd.,Buguma,75955,RI,US,126,2019-05-06,2019,5,6,19,2,2,May,Tuesday,1,"molestie in,tempus eu",5,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1706,1706,231,2,4,No Key,50,5,0.0,5,0.0,1706,Perry Stein,"P.O. Box 251, 7531 Eros Avenue",Lidingo,66676,AB,US,231,2019-08-19,2019,8,19,34,3,2,August,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1707,1707,136,2,6,No Key,50,5,0.0,5,0.0,1707,Kane Cannon,Ap #205-2601 Ultrices. Ave,Albi,18923,MI,US,136,2019-05-16,2019,5,16,20,2,5,May,Tuesday,2,netus et malesuada fames,1,Romance,6,Eget Ipsum Donec Company,AMC,US,Ontario,Windsor,39070,No Key,Not Availabe,0.0
1708,1708,305,2,5,No Key,50,5,0.0,5,0.0,1708,Edan Camacho,"P.O. Box 739, 8018 Integer Road",Houtain-le-Val,92432,Waals-Brabant,US,305,2019-11-01,2019,11,1,44,4,6,November,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1709,1709,156,2,4,No Key,50,5,0.0,5,0.0,1709,Lareina Nielsen,Ap #700-5597 Vitae Rd.,Pozanti,12626,Ada,US,156,2019-06-05,2019,6,5,23,2,4,June,Tuesday,2,netus et malesuada fames,1,Romance,4,Sed Hendrerit A Corp.,Century,US,X,Hofors,50277,No Key,Not Availabe,0.0
1710,1710,186,2,5,No Key,50,5,0.0,5,0.0,1710,Colton Cobb,629-6564 Commodo Rd.,Frederick,85952,MD,US,186,2019-07-05,2019,7,5,27,3,6,July,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1711,1711,140,2,5,No Key,50,5,0.0,5,0.0,1711,Daniel Barlow,"940-4634 At, St.",Istanbul,82744,Istanbul,US,140,2019-05-20,2019,5,20,21,2,2,May,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1712,1712,141,2,5,No Key,50,5,0.0,5,0.0,1712,Xandra Donovan,169-295 Metus Rd.,Ipís,22763,SJ,US,141,2019-05-21,2019,5,21,21,2,3,May,Tuesday,2,netus et malesuada fames,1,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1713,1713,284,1,5,No Key,50,5,0.0,5,0.0,1713,Allegra Prince,Ap #963-9640 Nibh. St.,Waiheke Island,84360,North Island,US,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
1714,1714,36,1,5,No Key,50,5,0.0,5,0.0,1714,Daria Hahn,7428 Elit Road,Legnica,52688,Dolnoslaskie,US,36,2019-02-05,2019,2,5,6,1,3,February,Tuesday,1,"molestie in,tempus eu",5,Romance,5,Eleifend Corporation,AMC,US,Provence-Alpes-Côte d'Azur,Cannes,51130,No Key,Not Availabe,0.0
